Package Name,Package Type,Custodian,Current Version,Dependencies for Current,Newer Versions,Dependencies for Latest,Latest Version,Current Version Vulnerable?,Current Version Vulnerability Details,Upgrade Version Vulnerable?,Upgrade Vulnerability Details,Suggested Upgrade,Upgrade Instruction,Remarks
SQLAlchemy,Dependency Package,EY,2.0.38,"importlib-metadata; python_version < ""3.8""; greenlet>=1; python_version < ""3.14"" and (platform_machine == ""aarch64"" or (platform_machine == ""ppc64le"" or (platform_machine == ""x86_64"" or (platform_machine == ""amd64"" or (platform_machine == ""AMD64"" or (platform_machine == ""win32"" or platform_machine == ""WIN32"")))))); typing-extensions>=4.6.0; greenlet>=1; extra == ""asyncio""; mypy>=0.910; extra == ""mypy""; pyodbc; extra == ""mssql""; pymssql; extra == ""mssql-pymssql""; pyodbc; extra == ""mssql-pyodbc""; mysqlclient>=1.4.0; extra == ""mysql""; mysql-connector-python; extra == ""mysql-connector""; mariadb!=1.1.10,!=1.1.2,!=1.1.5,>=1.0.1; extra == ""mariadb-connector""; cx_oracle>=8; extra == ""oracle""; oracledb>=1.0.1; extra == ""oracle-oracledb""; psycopg2>=2.7; extra == ""postgresql""; pg8000>=1.29.1; extra == ""postgresql-pg8000""; greenlet>=1; extra == ""postgresql-asyncpg""; asyncpg; extra == ""postgresql-asyncpg""; psycopg2-binary; extra == ""postgresql-psycopg2binary""; psycopg2cffi; extra == ""postgresql-psycopg2cffi""; psycopg>=3.0.7; extra == ""postgresql-psycopg""; psycopg[binary]>=3.0.7; extra == ""postgresql-psycopgbinary""; pymysql; extra == ""pymysql""; greenlet>=1; extra == ""aiomysql""; aiomysql>=0.2.0; extra == ""aiomysql""; greenlet>=1; extra == ""aioodbc""; aioodbc; extra == ""aioodbc""; greenlet>=1; extra == ""asyncmy""; asyncmy!=0.2.4,!=0.2.6,>=0.2.3; extra == ""asyncmy""; greenlet>=1; extra == ""aiosqlite""; aiosqlite; extra == ""aiosqlite""; typing_extensions!=3.10.0.1; extra == ""aiosqlite""; sqlcipher3_binary; extra == ""sqlcipher""","2.0.39, 2.0.40, 2.0.41","importlib-metadata; python_version < ""3.8""; greenlet>=1; python_version < ""3.14"" and (platform_machine == ""aarch64"" or (platform_machine == ""ppc64le"" or (platform_machine == ""x86_64"" or (platform_machine == ""amd64"" or (platform_machine == ""AMD64"" or (platform_machine == ""win32"" or platform_machine == ""WIN32"")))))); typing-extensions>=4.6.0; greenlet>=1; extra == ""asyncio""; mypy>=0.910; extra == ""mypy""; pyodbc; extra == ""mssql""; pymssql; extra == ""mssql-pymssql""; pyodbc; extra == ""mssql-pyodbc""; mysqlclient>=1.4.0; extra == ""mysql""; mysql-connector-python; extra == ""mysql-connector""; mariadb!=1.1.10,!=1.1.2,!=1.1.5,>=1.0.1; extra == ""mariadb-connector""; cx_oracle>=8; extra == ""oracle""; oracledb>=1.0.1; extra == ""oracle-oracledb""; psycopg2>=2.7; extra == ""postgresql""; pg8000>=1.29.1; extra == ""postgresql-pg8000""; greenlet>=1; extra == ""postgresql-asyncpg""; asyncpg; extra == ""postgresql-asyncpg""; psycopg2-binary; extra == ""postgresql-psycopg2binary""; psycopg2cffi; extra == ""postgresql-psycopg2cffi""; psycopg>=3.0.7; extra == ""postgresql-psycopg""; psycopg[binary]>=3.0.7; extra == ""postgresql-psycopgbinary""; pymysql; extra == ""pymysql""; greenlet>=1; extra == ""aiomysql""; aiomysql>=0.2.0; extra == ""aiomysql""; greenlet>=1; extra == ""aioodbc""; aioodbc; extra == ""aioodbc""; greenlet>=1; extra == ""asyncmy""; asyncmy!=0.2.4,!=0.2.6,>=0.2.3; extra == ""asyncmy""; greenlet>=1; extra == ""aiosqlite""; aiosqlite; extra == ""aiosqlite""; typing_extensions!=3.10.0.1; extra == ""aiosqlite""; sqlcipher3_binary; extra == ""sqlcipher""",2.0.41,No,,No,None,2.0.41,"{'base_package': 'SQLAlchemy==2.0.41', 'dependencies': ['importlib-metadata==8.7.0', 'greenlet==1.1.3.post0', 'typing-extensions==4.13.2', 'mypy==1.1.3.post0', 'pyodbc==0.991', 'pymssql==5.2.0', 'mysqlclient==2.3.4', 'mysql-connector-python==5.2.0', 'mariadb==1.4.6', 'cx_oracle==9.3.0', 'oracledb==1.1.12', 'psycopg2==8.3.0', 'pg8000==1.4.2', 'asyncpg==2.9.10', 'psycopg2-binary==1.31.2', 'psycopg2cffi==1.1.3.post0', 'psycopg==0.30.0', 'pymysql==2.9.10', 'aiomysql==2.9.0', 'aioodbc==3.2.9', 'asyncmy==3.2.9', 'aiosqlite==1.1.1', 'typing_extensions==1.1.3.post0', 'sqlcipher3_binary==0.2.0']}",
srsly,Dependency Package,EY,2.4.8,"catalogue<2.1.0,>=2.0.3","2.5.0, 2.5.1","catalogue<2.1.0,>=2.0.3",2.5.1,No,,No,None,2.5.1,"{'base_package': 'srsly==2.5.1', 'dependencies': ['catalogue==2.1.0']}",
stack-data,Dependency Package,EY,0.6.3,executing >=1.2.0; asttokens >=2.1.0; pure-eval; pytest ; extra == 'tests'; typeguard ; extra == 'tests'; pygments ; extra == 'tests'; littleutils ; extra == 'tests'; cython ; extra == 'tests',,executing >=1.2.0; asttokens >=2.1.0; pure-eval; pytest ; extra == 'tests'; typeguard ; extra == 'tests'; pygments ; extra == 'tests'; littleutils ; extra == 'tests'; cython ; extra == 'tests',0.6.3,No,,No,None,0.6.3,"{'base_package': 'stack-data==0.6.3', 'dependencies': ['executing==1.2.0', 'asttokens==2.4.1', 'pure-eval==0.2.3', 'pytest==8.3.5', 'typeguard==4.4.2', 'pygments==2.19.1', 'littleutils==0.2.4', 'cython==3.1.1']}",
starlette,Dependency Package,EY,0.40.0,"anyio<5,>=3.6.2; typing-extensions>=3.10.0; python_version < ""3.10""; httpx<0.29.0,>=0.27.0; extra == ""full""; itsdangerous; extra == ""full""; jinja2; extra == ""full""; python-multipart>=0.0.18; extra == ""full""; pyyaml; extra == ""full""","0.41.0, 0.41.1, 0.41.2, 0.41.3, 0.42.0, 0.43.0, 0.44.0, 0.45.0, 0.45.1, 0.45.2, 0.45.3, 0.46.0, 0.46.1, 0.46.2","anyio<5,>=3.6.2; typing-extensions>=3.10.0; python_version < ""3.10""; httpx<0.29.0,>=0.27.0; extra == ""full""; itsdangerous; extra == ""full""; jinja2; extra == ""full""; python-multipart>=0.0.18; extra == ""full""; pyyaml; extra == ""full""",0.46.2,No,,No,None,0.46.2,"{'base_package': 'starlette==0.46.2', 'dependencies': ['anyio==3.7.1', 'typing-extensions==3.10.0.2', 'httpx==0.28.1', 'itsdangerous==2.2.0', 'jinja2==3.1.6', 'python-multipart==0.0.20', 'pyyaml==6.0.2']}",
statsmodels,Dependency Package,EY,0.14.4,"numpy<3,>=1.22.3; scipy!=1.9.2,>=1.8; pandas!=2.1.0,>=1.4; patsy>=0.5.6; packaging>=21.3; cython>=3.0.10; extra == ""build""; cython>=3.0.10; extra == ""develop""; cython<4,>=3.0.10; extra == ""develop""; setuptools-scm[toml]~=8.0; extra == ""develop""; matplotlib>=3; extra == ""develop""; colorama; extra == ""develop""; joblib; extra == ""develop""; pytest<8,>=7.3.0; extra == ""develop""; pytest-randomly; extra == ""develop""; pytest-xdist; extra == ""develop""; pytest-cov; extra == ""develop""; flake8; extra == ""develop""; isort; extra == ""develop""; pywinpty; os_name == ""nt"" and extra == ""develop""; sphinx; extra == ""docs""; nbconvert; extra == ""docs""; jupyter-client; extra == ""docs""; ipykernel; extra == ""docs""; matplotlib; extra == ""docs""; nbformat; extra == ""docs""; numpydoc; extra == ""docs""; pandas-datareader; extra == ""docs""",,"numpy<3,>=1.22.3; scipy!=1.9.2,>=1.8; pandas!=2.1.0,>=1.4; patsy>=0.5.6; packaging>=21.3; cython>=3.0.10; extra == ""build""; cython>=3.0.10; extra == ""develop""; cython<4,>=3.0.10; extra == ""develop""; setuptools-scm[toml]~=8.0; extra == ""develop""; matplotlib>=3; extra == ""develop""; colorama; extra == ""develop""; joblib; extra == ""develop""; pytest<8,>=7.3.0; extra == ""develop""; pytest-randomly; extra == ""develop""; pytest-xdist; extra == ""develop""; pytest-cov; extra == ""develop""; flake8; extra == ""develop""; isort; extra == ""develop""; pywinpty; os_name == ""nt"" and extra == ""develop""; sphinx; extra == ""docs""; nbconvert; extra == ""docs""; jupyter-client; extra == ""docs""; ipykernel; extra == ""docs""; matplotlib; extra == ""docs""; nbformat; extra == ""docs""; numpydoc; extra == ""docs""; pandas-datareader; extra == ""docs""",0.14.4,No,,No,None,0.14.4,"{'base_package': 'statsmodels==0.14.4', 'dependencies': ['numpy==1.26.4', 'scipy==1.16.0rc1', 'pandas==1.5.3', 'patsy==0.5.6', 'packaging==21.3', 'cython==3.1.1', 'setuptools-scm==3.1.1', 'matplotlib==3.1.1', 'colorama==8.3.1', 'joblib==3.10.3', 'pytest==0.4.6', 'pytest-xdist==7.4.4', 'pytest-cov==3.16.0', 'flake8==3.6.1', 'isort==6.1.1', 'pywinpty==7.2.0', 'sphinx==6.0.1', 'nbconvert==2.0.15', 'jupyter-client==8.3.0', 'ipykernel==7.16.6', 'nbformat==8.6.3', 'numpydoc==7.0.0a1', 'pandas-datareader==3.10.3']}",
strawberry-graphql,Dependency Package,EY,0.243.0,"graphql-core<3.4.0,>=3.2.0; python_version >= ""3.9"" and python_version < ""4.0""; typing-extensions>=4.5.0; python-dateutil<3.0.0,>=2.7.0; packaging>=23; starlette>=0.18.0; extra == ""asgi"" or extra == ""debug-server""; typer>=0.7.0; extra == ""debug-server"" or extra == ""cli""; pygments<3.0,>=2.3; extra == ""debug-server"" or extra == ""cli""; uvicorn>=0.11.6; extra == ""debug-server""; Django>=3.2; extra == ""django""; asgiref<4.0,>=3.2; extra == ""django"" or extra == ""channels""; flask>=1.1; extra == ""flask""; quart>=0.19.3; extra == ""quart""; opentelemetry-api<2; extra == ""opentelemetry""; opentelemetry-sdk<2; extra == ""opentelemetry""; chalice<2.0,>=1.22; extra == ""chalice""; pydantic>1.6.1; extra == ""pydantic""; python-multipart>=0.0.7; extra == ""asgi"" or extra == ""debug-server"" or extra == ""fastapi""; sanic>=20.12.2; extra == ""sanic""; aiohttp<4.0.0,>=3.7.4.post0; extra == ""aiohttp""; fastapi>=0.65.2; extra == ""fastapi""; litestar>=2; (python_version >= ""3.10"" and python_version < ""4.0"") and extra == ""litestar""; channels>=3.0.5; extra == ""channels""; libcst>=0.4.7; extra == ""debug"" or extra == ""debug-server"" or extra == ""cli""; rich>=12.0.0; extra == ""debug"" or extra == ""debug-server"" or extra == ""cli""; pyinstrument>=4.0.0; extra == ""pyinstrument""","0.243.1, 0.244.0, 0.244.1, 0.245.0, 0.246.0, 0.246.1, 0.246.2, 0.246.3, 0.247.0, 0.247.1, 0.247.2, 0.248.0, 0.248.1, 0.249.0, 0.250.0, 0.250.1, 0.251.0, 0.252.0, 0.253.0, 0.253.1, 0.254.0, 0.254.1, 0.255.0, 0.256.0, 0.256.1, 0.257.0.dev1735244504, 0.257.0, 0.258.0, 0.258.1, 0.259.0, 0.259.1, 0.260.0, 0.260.1, 0.260.2, 0.260.3, 0.260.4, 0.261.0, 0.261.1, 0.262.0, 0.262.1, 0.262.2, 0.262.3, 0.262.4, 0.262.5, 0.262.6, 0.262.7.dev1743345593, 0.263.0.dev1743450281, 0.263.0.dev1743450503, 0.263.0.dev1743450741, 0.263.0.dev1743582446, 0.263.0, 0.263.1, 0.263.2, 0.264.0, 0.264.1, 0.265.0, 0.265.1, 0.266.0.dev1744797470, 0.266.0, 0.266.1, 0.267.0.dev1746643548, 0.267.0, 0.268.0, 0.268.1, 0.268.2.dev1747436835, 0.268.2, 0.269.0.dev1746905409, 0.269.0.dev1747164009, 0.269.0, 0.270.0, 0.270.1","graphql-core<3.4.0,>=3.2.0; python_version >= ""3.9"" and python_version < ""4.0""; typing-extensions>=4.5.0; python-dateutil<3.0.0,>=2.7.0; packaging>=23; starlette>=0.18.0; extra == ""asgi"" or extra == ""debug-server""; typer>=0.7.0; extra == ""debug-server"" or extra == ""cli""; pygments<3.0,>=2.3; extra == ""debug-server"" or extra == ""cli""; uvicorn>=0.11.6; extra == ""debug-server""; Django>=3.2; extra == ""django""; asgiref<4.0,>=3.2; extra == ""django"" or extra == ""channels""; flask>=1.1; extra == ""flask""; quart>=0.19.3; extra == ""quart""; opentelemetry-api<2; extra == ""opentelemetry""; opentelemetry-sdk<2; extra == ""opentelemetry""; chalice<2.0,>=1.22; extra == ""chalice""; pydantic>1.6.1; extra == ""pydantic""; python-multipart>=0.0.7; extra == ""asgi"" or extra == ""debug-server"" or extra == ""fastapi""; sanic>=20.12.2; extra == ""sanic""; aiohttp<4.0.0,>=3.7.4.post0; extra == ""aiohttp""; fastapi>=0.65.2; extra == ""fastapi""; litestar>=2; (python_version >= ""3.10"" and python_version < ""4.0"") and extra == ""litestar""; channels>=3.0.5; extra == ""channels""; libcst>=0.4.7; extra == ""debug"" or extra == ""debug-server"" or extra == ""cli""; rich>=12.0.0; extra == ""debug"" or extra == ""debug-server"" or extra == ""cli""; pyinstrument>=4.0.0; extra == ""pyinstrument""",0.270.1,Yes,"CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0",Yes,"0.245.0: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.246.1: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.248.1: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.249.0: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.250.1: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.247.0: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.248.0: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.251.0: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.253.1: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.254.0: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.243.1: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.252.0: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.256.1: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.253.0: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.244.1: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.246.0: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.255.0: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.247.2: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.256.0: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.257.0.dev1735244504: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.244.0: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.246.3: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.247.1: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.246.2: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.250.0: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0; 0.254.1: CVE-2025-22151, CVSS_V3, Strawberry GraphQL has type resolution vulnerability in node interface that allows potential data leakage through incorrect type resolution, CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N, affects: >=0.182.0,<0.257.0",0.270.1,"{'base_package': 'strawberry-graphql==0.270.1', 'dependencies': ['graphql-core==3.3.0a7', 'typing-extensions==4.13.2', 'python-dateutil==2.9.0.post0', 'packaging==23.2', 'starlette==0.46.2', 'typer==0.15.4', 'pygments==2.19.1', 'uvicorn==0.34.2', 'asgiref==3.8.1', 'quart==0.20.0', 'opentelemetry-api==1.33.1', 'opentelemetry-sdk==1.33.1', 'chalice==1.31.4', 'pydantic==1.10.22', 'python-multipart==0.0.20', 'sanic==20.12.7', 'aiohttp==3.12.0b3', 'fastapi==0.115.12', 'litestar==2.16.0', 'channels==3.0.5', 'libcst==0.4.10', 'rich==12.6.0', 'pyinstrument==4.7.3']}",Not Used
strictyaml,Dependency Package,EY,1.7.3,python-dateutil (>=2.6.0),,python-dateutil (>=2.6.0),1.7.3,No,,No,None,1.7.3,"{'base_package': 'strictyaml==1.7.3', 'dependencies': ['python-dateutil==2.9.0.post0']}",
tabulate,Dependency Package,EY,0.9.0,wcwidth ; extra == 'widechars',,wcwidth ; extra == 'widechars',0.9.0,No,,No,None,0.9.0,"{'base_package': 'tabulate==0.9.0', 'dependencies': ['wcwidth==0.2.13']}",
tenacity,Dependency Package,EY,9.0.0,"reno; extra == ""doc""; sphinx; extra == ""doc""; pytest; extra == ""test""; tornado>=4.5; extra == ""test""; typeguard; extra == ""test""",9.1.2,"reno; extra == ""doc""; sphinx; extra == ""doc""; pytest; extra == ""test""; tornado>=4.5; extra == ""test""; typeguard; extra == ""test""",9.1.2,No,,No,None,9.1.2,"{'base_package': 'tenacity==9.1.2', 'dependencies': ['reno==4.1.0', 'sphinx==8.3.0', 'pytest==8.3.5', 'typeguard==4.4.2']}",
terminado,Dependency Package,EY,0.18.1,ptyprocess; os_name != 'nt'; pywinpty>=1.1.0; os_name == 'nt'; tornado>=6.1.0; myst-parser; extra == 'docs'; pydata-sphinx-theme; extra == 'docs'; sphinx; extra == 'docs'; pre-commit; extra == 'test'; pytest-timeout; extra == 'test'; pytest>=7.0; extra == 'test'; mypy~=1.6; extra == 'typing'; traitlets>=5.11.1; extra == 'typing',,ptyprocess; os_name != 'nt'; pywinpty>=1.1.0; os_name == 'nt'; tornado>=6.1.0; myst-parser; extra == 'docs'; pydata-sphinx-theme; extra == 'docs'; sphinx; extra == 'docs'; pre-commit; extra == 'test'; pytest-timeout; extra == 'test'; pytest>=7.0; extra == 'test'; mypy~=1.6; extra == 'typing'; traitlets>=5.11.1; extra == 'typing',0.18.1,No,,No,None,0.18.1,"{'base_package': 'terminado==0.18.1', 'dependencies': ['ptyprocess==0.7.0', 'pywinpty==1.1.6', 'tornado==6.5.1', 'myst-parser==4.0.1', 'pydata-sphinx-theme==0.16.1', 'sphinx==8.3.0', 'pre-commit==4.2.0', 'pytest-timeout==2.4.0', 'pytest==7.4.4', 'mypy==1.15.0', 'traitlets==5.14.3']}",
text-unidecode,Dependency Package,EY,1.3,,,,1.3,No,,No,None,1.3,"{'base_package': 'text-unidecode==1.3', 'dependencies': []}",
thinc,Dependency Package,EY,8.3.2,"blis<1.1.0,>=1.0.0; murmurhash<1.1.0,>=1.0.2; cymem<2.1.0,>=2.0.2; preshed<3.1.0,>=3.0.2; wasabi<1.2.0,>=0.8.1; srsly<3.0.0,>=2.4.0; catalogue<2.1.0,>=2.0.4; confection<1.0.0,>=0.0.1; setuptools; numpy<3.0.0,>=2.0.0; pydantic!=1.8,!=1.8.1,<3.0.0,>=1.7.4; packaging>=20.0; cupy>=5.0.0b4; extra == ""cuda""; cupy-wheel>=11.0.0; extra == ""cuda-autodetect""; cupy-cuda100>=5.0.0b4; extra == ""cuda100""; cupy-cuda101>=5.0.0b4; extra == ""cuda101""; cupy-cuda102>=5.0.0b4; extra == ""cuda102""; cupy-cuda110>=5.0.0b4; extra == ""cuda110""; cupy-cuda111>=5.0.0b4; extra == ""cuda111""; cupy-cuda112>=5.0.0b4; extra == ""cuda112""; cupy-cuda113>=5.0.0b4; extra == ""cuda113""; cupy-cuda114>=5.0.0b4; extra == ""cuda114""; cupy-cuda115>=5.0.0b4; extra == ""cuda115""; cupy-cuda116>=5.0.0b4; extra == ""cuda116""; cupy-cuda117>=5.0.0b4; extra == ""cuda117""; cupy-cuda11x>=11.0.0; extra == ""cuda11x""; cupy-cuda12x>=11.5.0; extra == ""cuda12x""; cupy-cuda80>=5.0.0b4; extra == ""cuda80""; cupy-cuda90>=5.0.0b4; extra == ""cuda90""; cupy-cuda91>=5.0.0b4; extra == ""cuda91""; cupy-cuda92>=5.0.0b4; extra == ""cuda92""; ml-datasets<0.3.0,>=0.2.0; extra == ""datasets""; mxnet<1.6.0,>=1.5.1; extra == ""mxnet""; tensorflow<2.6.0,>=2.0.0; extra == ""tensorflow""; torch>=1.6.0; extra == ""torch""","8.3.3, 8.3.4, 8.3.5, 8.3.6, 9.0.0.dev0, 9.0.0.dev1, 9.0.0.dev2, 9.0.0.dev3, 9.0.0.dev4, 9.0.0.dev5, 9.0.0, 9.1.0, 9.1.1","blis<1.1.0,>=1.0.0; murmurhash<1.1.0,>=1.0.2; cymem<2.1.0,>=2.0.2; preshed<3.1.0,>=3.0.2; wasabi<1.2.0,>=0.8.1; srsly<3.0.0,>=2.4.0; catalogue<2.1.0,>=2.0.4; confection<1.0.0,>=0.0.1; setuptools; numpy<3.0.0,>=2.0.0; pydantic!=1.8,!=1.8.1,<3.0.0,>=1.7.4; packaging>=20.0; cupy>=5.0.0b4; extra == ""cuda""; cupy-wheel>=11.0.0; extra == ""cuda-autodetect""; cupy-cuda100>=5.0.0b4; extra == ""cuda100""; cupy-cuda101>=5.0.0b4; extra == ""cuda101""; cupy-cuda102>=5.0.0b4; extra == ""cuda102""; cupy-cuda110>=5.0.0b4; extra == ""cuda110""; cupy-cuda111>=5.0.0b4; extra == ""cuda111""; cupy-cuda112>=5.0.0b4; extra == ""cuda112""; cupy-cuda113>=5.0.0b4; extra == ""cuda113""; cupy-cuda114>=5.0.0b4; extra == ""cuda114""; cupy-cuda115>=5.0.0b4; extra == ""cuda115""; cupy-cuda116>=5.0.0b4; extra == ""cuda116""; cupy-cuda117>=5.0.0b4; extra == ""cuda117""; cupy-cuda11x>=11.0.0; extra == ""cuda11x""; cupy-cuda12x>=11.5.0; extra == ""cuda12x""; cupy-cuda80>=5.0.0b4; extra == ""cuda80""; cupy-cuda90>=5.0.0b4; extra == ""cuda90""; cupy-cuda91>=5.0.0b4; extra == ""cuda91""; cupy-cuda92>=5.0.0b4; extra == ""cuda92""; ml-datasets<0.3.0,>=0.2.0; extra == ""datasets""; mxnet<1.6.0,>=1.5.1; extra == ""mxnet""; tensorflow<2.6.0,>=2.0.0; extra == ""tensorflow""; torch>=1.6.0; extra == ""torch""",9.1.1,No,,No,None,8.3.6,"{'base_package': 'thinc==8.3.6', 'dependencies': ['blis==1.3.0', 'murmurhash==1.1.0.dev0', 'cymem==2.0.11', 'preshed==3.0.9', 'wasabi==0.10.1', 'srsly==2.5.1', 'catalogue==2.1.0', 'confection==0.1.5', 'setuptools==80.8.0', 'numpy==2.2.6', 'pydantic==1.10.22', 'packaging==20.9', 'cupy==5.4.0', 'cupy-wheel==11.6.0', 'cupy-cuda100==5.4.0', 'cupy-cuda101==5.4.0', 'cupy-cuda11x==11.6.0', 'cupy-cuda12x==11.6.0', 'cupy-cuda80==5.4.0', 'cupy-cuda90==5.4.0', 'cupy-cuda91==5.4.0', 'cupy-cuda92==5.4.0', 'ml-datasets==0.2.0', 'mxnet==1.9.1', 'tensorflow==2.19.0']}",
